year,service_name,request_count
2022,Roads - Pavement Markings - Missing or Faded,8
2022,WATS - Bulk Water Station Inquiries,8
2022,WRS - Landfill - Industrial Permit or Inquiry,8
2022,Bylaw - Invoice Appeal,7
2022,CBS - Unsafe Derelict or Grow Op Property,7
2022,CBS Concern - Plumbing and Gas,7
2022,CFD - Lockbox Inquiry - FHB,7
2022,CT AC - Trip Feedback - Southland,7
2022,Parks - Irrigation Line Location Request - WAM,7
2022,REC - Pool - Acadia,7
2022,REC - Pool - Thornhill,7
2022,RSP - Subsidized Programs - Fair Entry,7
2022,WATS - Hydrant Control Unit - HCU Inspections,7
2022,WRS - Landfill - Accounts and Billing,7
2022,CFD - Lockbox Programming,6
2022,CT - Park and Ride Lot - LRT or Bus,6
2022,Finance - Accounts Payable,6
2022,Parks - Inglewood Bird Sanctuary - Inquiries and Bookings,6
2022,REC - Golf Course Inquiry,6
2022,REC - Pool - Foothills,6
2022,Recreation - Arena Tournament and Special Event Application,6
2022,Roads - Repaving Candidate Street and Inquiries,6
2022,TP - Driveway Access - New or Widening,6
2022,WATS - Spills Entering Storm System,6
2022,WRS - Collection Schedule Inquiry,6
2022,WRS - Landfill - Operations,6
2022,AS - Animal Tethered -Tied,5
2022,Animal / Bylaw - Employee Complaint - Compliment,5
2022,Animal / Bylaw - Publications Request,5
2022,Bylaw - Vandalism and Property Damage Concerns,5
2022,CT - Shared E-Scooter,5
2022,REC - Booking Inquiry,5
2022,REC - Southland Leisure Centre Inquiry,5
2022,Roads - Backlane Paving Construction,5
2022,Roads - Indemnification Agreement - Request For,5
2022,Roads - Traffic Signal Lane Designation Sign,5
2022,Roads - Wheelchair Slope - Request For,5
2022,TI - Major Road Projects Inquiry,5
2022,TP - Noise Barrier Wall,5
2022,WRS - Recycling - Depots,5
2022,Bylaw - Spills Concerns,4
2022,CAI - GIS Mapping and Analysis Inquiry,4
2022,CBS Concern - Heating & Ventilation,4
2022,CFD - Fire Safety Presentation,4
2022,CFD - Safe Housing - FHB,4
2022,CN - Snow Angels Campaign,4
2022,City Clerk's - General Concerns,4
2022,Finance - BTIPP Agreement Request,4
2022,Parks - Branching Out Tree Program,4
2022,Parks - Community Inquiry,4
2022,REC - Pool - Bob Bahan,4
2022,REC - Pool - Renfrew,4
2022,REC - Pool - Shouldice,4
2022,Roads - Boulevard Garden and Landscaping Request,4
2022,Roads - Traffic Signal Construction Inquiry,4
2022,Roads - Traffic Signal Operation Report - Intersection Plan,4
2022,WATR - Water Development Inquiry,4
2022,WRS - Multifamily Recycling and Composting,4
2022,AS - Animal Services Assistance Required,3
2022,AS - Bee Concern or Inquiry,3
2022,AS - Human Injury,3
2022,CAI - Utility Placement Inquiry,3
2022,CEMA - Non Emergency Request,3
2022,CN - General Concerns,3
2022,CN - Neighbourhood Services Programs,3
2022,CT AC - Fair Entry Inquiry,3
2022,City Clerk's - Municipal Election Question,3
2022,Compliance - Taxi or Limousine Compliment,3
2022,Finance - Corporate Billing and eBill Inquiry,3
2022,Finance - School Support Notice Document Request,3
2022,REC - Arts and Culture,3
2022,REC - Glenmore Reservoir - Boat Rentals,3
2022,REC - Pool - Inglewood,3
2022,REDS - Encroachment Agreements on City Land,3
2022,Recreation - Employee Complaint - Compliment,3
2022,Roads - Plus 15 Skywalk,3
2022,TI - Bridges and Structures Inquiry,3
2022,TI - Major Transit Projects Inquiry,3
2022,WATS - Basement Seepage,3
2022,WRS - Bin Checks,3
2022,WRS - Waste Requirements for Businesses,3
2022,AS - Livestock - Bird(s) in the City,2
2022,AS - Magpie Trap Information Request,2
2022,AS - No Control Dog in Off Leash Area,2
2022,AS - Rat Sighting,2
2022,AS - Unlicensed Animal,2
2022,BIA Requests,2
2022,CAI - Open Data Catalogue Inquiry,2
2022,CBS - RIM - Subscription Services,2
2022,CFD - 100th Birthday Surprise,2
2022,CFD - Community Safety Inquiries,2
2022,CFD - Missed Annual Inspection - FHB,2
2022,CFD - Smoke Alarm Inquiries & Asst. for Seniors/Disabled,2
2022,CN - Senior Services Home Maintenance Concern,2
2022,CPA - Employee Complaint - Compliment,2
2022,CT - MAX,2
2022,CT - Projects,2
2022,Calgary Housing - General Inquiry,2
2022,Corporate - Face Covering Concerns,2
2022,Facility Mgmt - FMCCC - Customer Care Centre,2
2022,Green Line Inquiry,2
2022,Parks Seasonal Vendor Application,2
2022,REC - Pool - Glenmore,2
2022,REC - Sport and Facility Development,2
2022,Recreation - Calgary After School Program Inquiries,2
2022,Recreation - Sailing School Application,2
2022,Roads - BIA Maintenance,2
2022,Roads - Minor Projects Construction,2
2022,Roads - Traffic Camera and ATIS Inquiries,2
2022,TP - Transportation Data,2
2022,TP - Transportation Legal land Inquiries,2
2022,WATR - Water and Sewer Main Condition Inquiries,2
2022,WATR - Watershed,2
2022,WATS - Developer Request for Parks Irrigation Meter,2
2022,WATS - Erosion and Sediment Control,2
2022,WATS - Location of Underground Water Lines,2
2022,WATS - Storm Pond Concerns,2
2022,WATS - Water Treatment Inquiries,2
2022,WRS - Landfill - Clean Fill,2
2022,WRS - Special Collection,2
2022,AS - Animal Injured,1
2022,AS - Animal Park - Pathway Concerns,1
2022,Business Safety - Business Licence Concern,1
2022,Bylaw - Water Services Request,1
2022,CAI - City Online - Feedback Form Only,1
2022,CAI - City Online - System Outage,1
2022,CED - Filming and Drone Activities (Behind The Scenes),1
2022,CEMA - Ready Calgary Inquiries,1
2022,CFD - Compliments / Thank You / Recognition,1
2022,CFD - Fire Drill - Warden Lecture - FHB,1
2022,CFD - Provincial Licence Inspection - FHB,1
2022,CFD - Public Affairs Inquiries,1
2022,CGS - Calgary Growth Strategies - General Concerns,1
2022,CMO - City Manager's Office - General Concerns,1
2022,CN - Age-Friendly Business Registry,1
2022,CN - Volunteer Request - Summer,1
2022,CSC - Corporate Research Inquiry,1
2022,CT - Bikes on Transit,1
2022,CT - Shared E-Bike,1
2022,Community Clean Up Event - Application,1
2022,ESM - Environmental Inquiries,1
2022,Fleet - General Concern,1
2022,Parks - Cemetery - Maintenance - WAM,1
2022,Parks - Pest Management,1
2022,Parks - School Program Registration,1
2022,Parks - Tree Education Programs,1
2022,REC - Calgary Soccer Centre Inquiry,1
2022,REC - Glenmore Reservoir - Boat Dock/Storage Repair,1
2022,REC - Pool - Administration Inquiry,1
2022,REC - Pool - Beltline,1
2022,REC - Village Square Leisure Centre Inquiry,1
2022,REDS - Development Project Inquiry,1
2022,Recreation - Food Truck Parking Stall Application,1
2022,Roads - Adaptive Roadways Program,1
2022,Roads - Hillside Stability,1
2022,Supply - General Inquiries,1
2022,WATR - Industrial Monitoring Inquiry,1
2022,WATR - Water Billing Concerns,1
2022,WATR - Water Reporting and Information,1
2022,WATS - Lot Grading,1
2022,WATS - Water Run Inquiry,1
2022,WRS - Education Inquiries,1
2023,Finance - Property Tax Account Inquiry,1076
2023,WRS - Cart Management,972
2023,Finance - ONLINE TIPP Agreement Request,665
2023,Parks - Tree Concern - WAM,660
2023,Corporate - Graffiti Concerns,442
2023,CBS Inspection - Electrical,431
2023,Corporate - Encampment Concerns,378
2023,Bylaw - Material on Public Property,377
2023,WRS - Compost - Green Cart,353
2023,Roads - Snow and Ice Control,342
2023,Bylaw - Snow and Ice on Sidewalk,330
2023,Roads - Streetlight Maintenance,327
2023,WRS - New Service - Carts,314
2023,Parks - Garbage - WAM,311
2023,CBS Inspection - Commercial or Multi-Family,295
2023,WRS - Waste - Residential,294
2023,WRS - Recycling - Blue Cart,292
2023,311 Contact Us,289
2023,CBS Inspection - Residential Improvement Project - RIP,257
2023,Finance - TIPP Agreement Request,247
2023,Roads - Backlane Maintenance,247
2023,Roads - Debris on Street/Sidewalk/Boulevard,245
2023,WATS - Sewage Back-up,237
2023,WATS - Catch Basin Concerns,228
2023,Roads - Sidewalk - Curb and Gutter Repair,226
2023,Roads - Roadway Maintenance,203
2023,Roads - Pothole Maintenance,202
2023,CBS Inspection - SCP - New Home,181
2023,CT - Lost Property,180
2023,DBBS Inspection - Electrical,171
2023,WRS - Debris in Backlane,171
2023,RSP - Subsidized Programs - Fair Entry,164
2023,CFD - Business Licence Inspection - FHB,163
2023,GFL - Black Cart Collection,157
2023,Roads - Dead Animal Pick-Up,156
2023,Parks - Infrastructure - WAM,155
2023,Roads - Signs - Missing - Damaged,153
2023,Bylaw - Temporary Signs Infraction on City Property,148
2023,Finance - ONLINE Property Tax Document Request,145
2023,Bylaw - Long Grass - Weeds Infraction,144
2023,Bylaw - Noise Concerns,144
2023,CBS Inspection - Plumbing,144
2023,WATS - Service and Main Valve Issues,143
2023,CBS Inspection - Gas,142
2023,CT - Bus Stops,141
2023,DBBS Inspection - Commercial or Multi-Family,139
2023,Parks - Maintenance - WAM,139
2023,WRS - Commercial Collection Services,134
2023,CT - Bus Route or Bus Schedule,132
2023,AS - Pick Up Stray,130
2023,CBS Inspection - Furnace Replacement,128
2023,CBS Inspection - Heating and Ventilation,128
2023,Bylaw - Disturbance and Behavioural Concerns,127
2023,DBBS Inspection - Residential Improvement Project - RIP,127
2023,WATS - Sewer Maintenance,126
2023,CBS Inspection - Cancellation or Reschedule,120
2023,Compliance - Business Licence Concern,116
2023,Roads - Signs - Parking,115
2023,Bylaw - Waste and Recycling Infractions,102
2023,DBBS - RIM - Property Research,98
2023,Parks - Wildlife Management,98
2023,Roads - Street Cleaning Annual Program,98
2023,Opinions on Business Units,97
2023,Parks - Snow and Ice Concerns - WAM,97
2023,Roads - Traffic Signal Timing Inquiry,97
2023,Roads - Traffic or Pedestrian Light Repair,97
2023,WRS - Programs,96
2023,AS - Animal at Large,90
2023,WATS - Water Meter Issues,86
2023,Parks - Pathway Concern - WAM,81
2023,WATS - Water Off-On Appointment,77
2023,Bylaw - Tree - Shrub Infraction,75
2023,Parks - Mowing Request - WAM,75
2023,After Hours Transit - General Concerns,74
2023,DBBS Inspection - SCP - New Home,69
2023,Bylaw - Property Maintenance Concerns,63
2023,Roads - Detour Inquiry,63
2023,CT - Transit Pass Programs,62
2023,DBBS Inspection - Cancellation or Reschedule,62
2023,Roads - Boulevard Maintenance,61
2023,WATS - Water Main Break or Leak,61
2023,CFD - Fire Code and General Inquiries - FHB,59
2023,CBS - Code Inquiry,58
2023,UEP - Odour Inquiries,58
2023,CT - CTrain Stations,57
2023,DBBS Inspection - Furnace Replacement,57
2023,Recreation - School Facility Booking Application,57
2023,Roads - Detour Urgent (Safety) Concerns,56
2023,Recreation - Arena Booking Application,55
2023,Compliance - Taxi/Limousine/TNC (Ride Sharing) Concern,54
2023,AS - Animal Noise,52
2023,Roads - Signs - Traffic and Roadmarking,51
2023,DBBS Inspection - Gas,50
2023,DBBS Inspection - Heating and Ventilation,49
2023,Law - Risk Management and Claims,49
2023,Animal / Bylaw - Information Request,47
2023,DBBS Inspection - Plumbing,45
2023,Parks - Parks and Open Spaces Bookings,44
2023,Parks - Irrigation Maintenance - WAM,43
2023,Parks - Venue Bookings and Inquiries,42
2023,Roads - Fence - Noise Barrier - Retaining Wall Repair,42
2023,WATS - Construction Inquiry,41
2023,Bylaw - Vehicle Concerns,40
2023,HR - Recruitment and Program Inquiry,39
2023,WATS - Emergency Water Temporary Off,39
2023,WATS - Water Outage,39
2023,WATS - Cross Connection Tester Support - ONLINE,37
2023,Roads Permits - Requests and Inquiries,36
2023,Customer Service & Communications - General Concerns,35
2023,Parks - Natural Area Maintenance - WAM,35
2023,Parks - Wildlife Sightings,35
2023,WATS - Urgent Water Reconnect,35
2023,CBS Concern - Building Without a Permit,34
2023,AS - Lost and Found Animal,33
2023,CT AC - Trip Feedback - CTA,33
2023,RSP - Senior Services Home Maintenance Inquiry,32
2023,WATS - Water Pressure Issues,32
2023,RSP - Registered Social Worker Letter,31
2023,Recreation - Athletic Park Booking Application,31
2023,WATS - Cross Connection Inquiries,31
2023,CBS - Infill Construction Concerns,30
2023,Finance - Credit and Collection Inquiries,30
2023,Parks - Weed Control Issues - WAM,30
2023,WATS - Manhole Concerns,30
2023,Roads - Streetlight Damage,29
2023,WATS - Fire Hydrant,28
2023,Active Living Program Application,27
2023,CBS - Planning and Development - After Hours SR,27
2023,CT - Transit Safety / Public Etiquette,27
2023,WATS - Water Quality,27
2023,CFD - Life Safety Systems Inspection - FHB,26
2023,CT AC - Trip Feedback - Checker Taxi,26
2023,DBBS - Code Inquiry,26
2023,Recreation - Pool Booking Application,26
2023,Roads - Safety and Education,26
2023,AS - Animal Licence - Concerns on Existing,25
2023,Business Safety - Business Licence Concern,25
2023,Finance - Tax Account Maintenance,25
2023,Roads - Streetlight - General Inquiry,25
2023,CFD - Fire Station Tour,24
2023,Community Safety - Information Request,24
2023,Recreation - Playfield Booking Application,24
2023,Recreation - Tennis / Pickleball Court Application,24
2023,Bylaw - Permit - Noise Exemption,23
2023,CBS - RIM - Property Research,23
2023,Roads - Repaving Candidate Street and Inquiries,23
2023,VFH - Taxi/Limousine/TNC (Ride Sharing) Concern,23
2023,Roads - Employee Complaint - Compliment,22
2023,WATS - Erosion and Sediment Control,21
2023,CAI - City Online - Concern,20
2023,CT - Shared E-Scooter,20
2023,DBBS Concern - Building Without a Permit,20
2023,Stewardship of City Owned Land,20
2023,WATS - Water Meter Installation Request,20
2023,Roads - Street Paving Program,19
2023,CT - Bus or CTrain Vehicle Maintenance,18
2023,Parks - Pest Concerns - WAM,18
2023,Parks - Roadside Greens,18
2023,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",18
2023,ACPL - Lost and Found Animal,17
2023,CFD - Provincial Licence Inspection - FHB,17
2023,CSC - Calgary.ca Feedback and Issue Report,17
2023,DBBS - Infill Construction Concerns,17
2023,Facility Mgmt - FMCCC - Customer Care Centre,17
2023,Recreation - Arena Meeting Room Application,17
2023,WATS - Fire Hydrant Flow Test,17
2023,WRS - Employee - Complaint Compliment,17
2023,CT AC - Trip Feedback - Care Calgary,16
2023,TI - Special Projects Inquiry,16
2023,WATS - Drainage Bylaw,16
2023,Parks - Employee Complaint - Compliment,15
2023,Parks - General Concerns,15
2023,Parks - Irrigation Line Location Request - WAM,15
2023,Parks - Planning Inquiries,15
2023,TP - Community Traffic - Cycling - Pedestrian Inquiries,15
2023,WATS - Hydrant Control Unit - HCU Inspections,15
2023,WATS - Storm Pond Concerns,15
2023,CBS - Urgent Safety Response,14
2023,CT - Advertising and Communications,14
2023,DBBS - Planning and Development - After Hours SR,14
2023,Roads - Curb Lowering for Existing Driveways,14
2023,CFD - Incident Report Request,13
2023,Parks - Development - Tree Concern - WAM,13
2023,REDS - Property Leasing and Sales Inquiry,13
2023,Recreation - Athletic Park Application,13
2023,Roads - Permits - Requests and Inquiries,13
2023,WRS - Brochures,13
2023,CFD - Land Search - Property Search,12
2023,WATS - Basement Seepage,12
2023,WATS - Drainage Concerns,12
2023,WATS - Property Rehab,12
2023,AS - Animal Damaging Pet or Property,11
2023,CFD - Special Events Inspection - FHB,11
2023,CN - Subsidized Programs - Fair Entry,11
2023,Finance - ONLINE eBill Inquiry,11
2023,Parks - Lighting Concern - WAM,11
2023,Roads - Local Improvement Inquiry,11
2023,WRS - Landfill - Disposal Information,11
2023,AS - Animal Bite,10
2023,CT - Snow and Ice Control,10
2023,Parks PlayBins,10
2023,Public - Municipal Complex - Atrium or Plaza Use Request,10
2023,REC - Pool - Canyon Meadows,10
2023,Roads - Bridge - Tunnel - Underpass Concern,10
2023,Roads - Traffic Operational Improvement Inquiry,10
2023,WATS - Tap Water Sampling Program,10
2023,AS - Animal Licence - Inquiries,9
2023,CBS - Unsafe Derelict or Grow Op Property,9
2023,CFD - Fire Code Hazard Complaint - FHB,9
2023,CT - Fair Entry Inquiry,9
2023,CT AC - Trip Feedback - Southland,9
2023,Parks - Natural Area Inquiries - WAM,9
2023,RSP - Pool - Renfrew,9
2023,Recreation - Athletic Park Special Event and Tournament Appl,9
2023,TP - Noise Barrier Wall,9
2023,WATR - Major Projects Inquiry,9
2023,Bylaw - Invoice Appeal,8
2023,Bylaw - Vandalism and Property Damage Concerns,8
2023,CFD - Lockbox Inquiry - FHB,8
2023,CT - CTrain Schedule,8
2023,DBBS - Building Construction Concerns and Inquiries,8
2023,Finance - BIA and Business Tax Inquiry,8
2023,Recreation - Boat Stall Application,8
2023,Roads - Pavement Markings - Missing or Faded,8
2023,WRS - Landfill - Industrial Permit or Inquiry,8
2023,CFD - Fire Safety Plan Review - FHB,7
2023,DBBS - Urgent Safety Response,7
2023,Parks - Lost and Found - WAM,7
2023,RSP - Arena Inquiry,7
2023,RSP - Athletic Park Inquiry,7
2023,Roads - Minor Projects Construction,7
2023,WATS - Water Equipment Pickup,7
2023,AS - Animal Chase - Threat,6
2023,AS - Dog Defecation,6
2023,CBS Concern - Plumbing and Gas,6
2023,CN - Senior Services Home Maintenance Inquiry,6
2023,Finance - Corporate Billing and eBill Inquiry,6
2023,Parks - Golf Course Inquiry,6
2023,RSP - Pool - Canyon Meadows,6
2023,Roads - Traffic Control Change Feedback,6
2023,WATS - Wastewater Treatment Information,6
2023,WRS - Bin Checks,6
2023,WRS - Disposal Guide Tool Feedback,6
2023,ACPL - Animal Licence - Inquiries,5
2023,AS - Human Injury,5
2023,CBS Concern - Electrical,5
2023,CE - Water Restrictions,5
2023,CFD - Fire Drill - Warden Lecture - FHB,5
2023,CFD - Fire Safety Presentation,5
2023,CFD - Occupant Load Inspection - FHB,5
2023,Mayor's Office - General Concerns,5
2023,RSP - Pool - Killarney,5
2023,Roads - BIA Maintenance,5
2023,Roads - Speed Education,5
2023,Roads - Traffic Signal Lane Designation Sign,5
2023,Roads - Traffic Signal Operation Report - Intersection Plan,5
2023,TI - Major Road Projects Inquiry,5
2023,WATR - Utility Inspection - Corrosion - Indemnification,5
2023,WATS - Water Wagon Issues,5
2023,WRS - Landfill - Accounts and Billing,5
2023,AS - No Cost Spay or Neuter Program Inquiries,4
2023,CFD - Lockbox Programming or Billing Concern,4
2023,CFD - SCHOOL Fire Drill with Local Fire Station - ONLINE,4
2023,CFD - Safe Housing - FHB,4
2023,CFD - Smoke Alarm Inquiries & Asst. for Seniors/Disabled,4
2023,CFD - Tank Inspection - FHB,4
2023,CT - Park and Ride Lot - LRT or Bus,4
2023,Community Safety - Publications Request,4
2023,Finance - BTIPP Agreement Request,4
2023,PSD - Local Improvement Inquiry,4
2023,REC - Southland Leisure Centre Inquiry,4
2023,RSP - Pool - Acadia,4
2023,Recreation - Employee Complaint - Compliment,4
2023,Roads - Boulevard Garden and Landscaping Request,4
2023,Roads - Indemnification Agreement - Request For,4
2023,Roads - New Subdivisions,4
2023,Roads - Wheelchair Slope - Request For,4
2023,TI - Bridges and Structures Inquiry,4
2023,UD - Major Projects Inquiry,4
2023,WATS - Water Treatment Inquiries,4
2023,WRS - Education Inquiries,4
2023,WRS - Landfill - Diversion Programs,4
2023,WRS - Landfill - Operations,4
2023,AS - Animal Public Relations,3
2023,Bylaw - Public Relations,3
2023,Bylaw - Water Misuse / Wasting Concern,3
2023,CBS - Building Construction Concerns and Inquiries,3
2023,CBS Concern - Heating & Ventilation,3
2023,CBS Inspection - Gas Fireplace Installation,3
2023,CFD - Community Safety Inquiries,3
2023,CFD - Fireworks Pyro Open Flame Blasting Inspection - FHB,3
2023,CFD - Missed Annual Inspection - FHB,3
2023,CFD - Technical Services Review - FHB,3
2023,CPA - Employee Complaint - Compliment,3
2023,Community Safety - Employee Complaint - Compliment,3
2023,DBBS Concern - Heating and Ventilation,3
2023,Finance - School Support Notice Document Request,3
2023,Parks - Community Inquiry,3
2023,Parks - Pest Management,3
2023,Parks - Tree Education Programs,3
2023,Parks - Volunteer Request,3
2023,Parks Seasonal Vendor Application,3
2023,Partnerships - Arts and Culture,3
2023,Partnerships - Community Association Inquiries,3
2023,REC - Pool - Sir Winston Churchill,3
2023,RSP - Booking Inquiry,3
2023,RSP - Pool - Administration Inquiry,3
2023,RSP - Pool - Shouldice,3
2023,RSP - Program Registration Inquiry,3
2023,Roads - Traffic Camera and ATIS Inquiries,3
2023,TP - Future Road Planning and Upgrades,3
2023,WATR - Industrial Monitoring Inquiry,3
2023,WATR - Water Billing Concerns,3
2023,WATR - Water Development Inquiry,3
2023,WATS - Air Gap Vehicle Inspection - ONLINE,3
2023,WATS - Temporary Water Line Issues,3
2023,WATS - Water Billing Concerns,3
2023,WATS - Water Data Request,3
2023,WRS - Multifamily Recycling and Composting,3
2023,WRS - School Landfill Tours Lottery,3
2023,ACPL - No Cost Spay or Neuter Program Inquiries,2
2023,AS - Excess Pet Concern,2
2023,AS - Urban Livestock Licenses and Permits,2
2023,ASMT - Assessment General Concern - After Hours and Overflow,2
2023,AT - Assessment General Inquiry - After Hours and Overflow,2
2023,Animal / Bylaw - Employee Complaint - Compliment,2
2023,Animal / Bylaw - Publications Request,2
2023,Bylaw - Spills Concerns,2
2023,CAI - Open Data Catalogue Inquiry,2
2023,CFD - Building in Progress Inspection - FHB,2
2023,CFD - Fire Truck Booking,2
2023,CFD - Hazmat Inquiries,2
2023,CFD - Mobile Food Concession Inspection - FHB,2
2023,CFD - Pre-Purchase Insurance Inspection- FHB,2
2023,CT - Bikes on Transit,2
2023,CT - Projects,2
2023,Calgary Housing - General Inquiry,2
2023,Compliance - Taxi or Limousine Compliment,2
2023,DBBS Concern - Electrical,2
2023,ESM - Environmental Inquiries,2
2023,Finance - Accounts Payable,2
2023,Green Line Inquiry,2
2023,LEAD Program Inquiry,2
2023,Parks - Branching Out Tree Program,2
2023,Parks - Cemetery - Maintenance - WAM,2
2023,REC - Pool - Administration Inquiry,2
2023,REC - Pool - Thornhill,2
2023,RSP - Glenmore Sailing School Inquiry,2
2023,RSP - Pool - Glenmore,2
2023,RSP - Pool - Thornhill,2
2023,RSP - Property Tax Assistance Program (PTAP),2
2023,RSP - Snow Angels Campaign,2
2023,RSP - Southland Leisure Centre Inquiry,2
2023,RSP - Volunteer Request,2
2023,Recreation - Field Tournament Application,2
2023,Recreation - Playfield (D & E) Community Fields Application,2
2023,Roads - Plus 15 Skywalk,2
2023,WATR - Erosion and Sediment Control,2
2023,WATR - Water and Sewer Main Condition Inquiries,2
2023,WATS - Lot Grading,2
2023,WATS - Spills Entering Storm System,2
2023,WATS - Water Service Fee Invoice,2
2023,WRS - Landfill - Clean Fill,2
2023,WRS - Waste Requirements for Businesses,2
2023,AS - Animal Injured,1
2023,AS - Animal Interference,1
2023,AS - Animal Tethered -Tied,1
2023,AS - Animal Vehicle Offences,1
2023,AS - Bee Concern or Inquiry,1
2023,AS - Excess Pet Permit,1
2023,AS - Magpie Trap Information Request,1
2023,AS - Rat Sighting,1
2023,AS - Unlicensed Animal,1
2023,AT - Property Tax Account Inquiry,1
2023,Bylaw - Cannabis Concerns,1
2023,CBS Concern - Special Event Tent,1
2023,CE - Treatment Plant Tours,1
2023,CE - Watershed,1
2023,CFD - 100th Birthday Surprise,1
2023,CFD - Compliments / Thank You / Recognition,1
2023,CGS - Calgary Growth Strategies - General Concerns,1
2023,CGS - Urban Initiatives General Inquiries,1
2023,CPI - Plus 15 Skywalk,1
2023,CSC - Corporate Research Inquiry,1
2023,CT - Shared E-Bike,1
2023,CT AC - Fair Entry Inquiry,1
2023,City Clerk's - Census Inquiry,1
2023,City Clerk's - Municipal Complex Tour,1
2023,DBBS - Unsafe Derelict or Grow Op Property,1
2023,DBBS Inspection - Gas Fireplace Installation,1
2023,IT - City Fibre Request,1
2023,Law - General Concern - After Hours,1
2023,PSD - Backlane Paving Construction,1
2023,Partnerships - Sport and Facility Development,1
2023,Playfield Portisan Placement Request,1
2023,REC - Athletic Park Inquiry,1
2023,REC - Pool - Acadia,1
2023,REC - Pool - Foothills,1
2023,REC - Pool - Inglewood,1
2023,REDS - Acquisitions and Expropriations,1
2023,REDS - Encroachment Agreements on City Land,1
2023,RSP - Calgary AfterSchool Program Inquires,1
2023,RSP - Calgary Soccer Centre Inquiry,1
2023,RSP - Free Summer Programs,1
2023,RSP - Pool - Bob Bahan,1
2023,RSP - Pool - Inglewood,1
2023,RSP - Village Square Leisure Centre Inquiry,1
2023,Recreation - Arena Tournament and Special Event Application,1
2023,Recreation - LC - Gym/Room/Courts Booking Application,1
2023,Recreation - Sailing School Application,1
2023,Roads - Adaptive Roadways and Seasonal Patio Programs,1
2023,Roads - Backlane Paving Construction,1
2023,Roads - Load Ban and Overweight Vehicle on Road Inquiry,1
2023,Roads - New Audible/Accessible Pedestrian Signal,1
2023,Roads - Stairs - Damage,1
2023,Roads - Traffic Operational Improvement Suggestions,1
2023,Roads - Traffic Signal Construction Inquiry,1
2023,Supply - General Inquiries,1
2023,TI - Employee Complaint - Compliment,1
2023,TP - Neighbourhood Streets Projects,1
2023,WATR - Water Conservation Programs,1
2023,WATR - Watershed,1
2023,WATS - Industrial Monitoring Inquiry,1
2023,WATS - Water Run Inquiry,1
2023,WRS - Collection Schedule Inquiry,1
2023,WRS - Recycling - Depots,1
2023,WRS - Special Collection,1
2023,ZZZ Business Safety - Business Licence Concern,1
2024,WRS - Cart Management,394
2024,Finance - Property Tax Account Inquiry,320
2024,Roads - Pothole Maintenance,258
2024,CT - Lost Property,236
2024,AT - Property Tax Account Inquiry,197
2024,WRS - Waste - Residential,181
2024,WRS - Compost - Green Cart,152
2024,Bylaw - Water Misuse / Wasting Concern,126
2024,WRS - New Service - Carts,125
2024,311 Contact Us,124
2024,WRS - Recycling - Blue Cart,123
2024,Bylaw - Material on Public Property,122
2024,DBBS Inspection - Electrical,115
2024,DBBS Inspection - Commercial or Multi-Family,108
2024,CFD - Business Licence Inspection - FHB,102
2024,Bylaw - Snow and Ice on Sidewalk,101
2024,Corporate - Encampment Concerns,99
2024,DBBS Inspection - Residential Improvement Project - RIP,96
2024,Roads - Snow and Ice Control,92
2024,Corporate - Graffiti Concerns,91
2024,Bylaw - Noise Concerns,89
2024,Opinions on Business Units,89
2024,Roads - Backlane Maintenance,89
2024,Parks - Garbage - WAM,86
2024,Recreation - School Facility Booking Application,85
2024,Roads - Roadway Maintenance,85
2024,DBBS Inspection - Plumbing,84
2024,CT - Bus Route or Bus Schedule,81
2024,Roads - Debris on Street/Sidewalk/Boulevard,79
2024,Roads - Streetlight Maintenance,79
2024,WATS - Sewer Maintenance,78
2024,WRS - Debris in Backlane,77
2024,Parks - Infrastructure - WAM,75
2024,WATS - Sewage Back-up,74
2024,Recreation - Arena Booking Application,73
2024,Parks - Tree Concern - WAM,71
2024,Bylaw - Disturbance and Behavioural Concerns,69
2024,DBBS Inspection - Furnace Replacement,67
2024,Roads - Dead Animal Pick-Up,67
2024,Roads - Traffic or Pedestrian Light Repair,66
2024,AS - Pick Up Stray,65
2024,DBBS Inspection - Gas,63
2024,Parks - Snow and Ice Concerns - WAM,60
2024,Roads - Traffic Signal Timing Inquiry,60
2024,WRS - Commercial Collection Services,59
2024,Parks - Tree Concern - GIS,57
2024,Finance - ONLINE Property Tax Document Request,52
2024,WATS - Water Main Break or Leak,51
2024,Finance - ONLINE TIPP Agreement Request,49
2024,RSP - Subsidized Programs - Fair Entry,48
2024,CT - Bus Stops,47
2024,HR - Recruitment and Program Inquiry,47
2024,Recreation - Boat Stall Application,47
2024,AS - Animal at Large,46
2024,DBBS Inspection - Heating and Ventilation,46
2024,WRS - Programs,45
2024,DBBS Inspection - Cancellation or Reschedule,44
2024,Roads - Signs - Missing - Damaged,43
2024,Recreation - Athletic Park Booking Application,42
2024,Roads - Signs - Parking,42
2024,AT - ONLINE Property Tax Document Request,41
2024,RSP - Registered Social Worker Letter,40
2024,Roads - Sidewalk - Curb and Gutter Repair,40
2024,DBBS Inspection - SCP - New Home,39
2024,Community Safety - Information Request,38
2024,WATS - Water Meter Issues,38
2024,Roads - Detour Inquiry,36
2024,Roads - Signs - Traffic and Roadmarking,36
2024,Roads - Temporary Sign Removal,35
